transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000453707.2	CITED1	X	3	71521572	71525164	660	3.43388567578e-06	6.36078478026e-06	3.94987046776e-07	23	39	2	21.3626927353	39.2989682697	2.88604562223	-0.219610177854805	0.0233267110565061	0.516647321513109	0.0454033926143545
ENST00000373529.5	DMRTC1	X	6	72092285	72095528	579	2.15261081813e-06	4.94142391212e-06	3.89375935339e-07	0	1	0	4.62588385243	8.75371450904	1.16380523506	1.33335818246521	1.2818289744361	1.06863600420343	0.43895356043987
ENST00000373669.2	PIN4	X	4	71401560	71417376	471	1.85030286672e-06	4.48500781242e-06	2.77550545025e-07	19	33	0	13.3868037929	30.6890046699	3.09238468801	-0.951089969475528	-0.204044562005782	1.74195315579445	0.646369632596627
ENST00000373304.3	CYSLTR1	X	1	77528229	77529243	1014	3.04597295006e-06	8.67893124109e-06	2.60849167754e-07	43	92	3	22.0440323163542	62.1824576589267	2.19824680812639	-2.76701605001974	-1.84949966406783	-0.535663666507188	0.00432046248282026
ENST00000373344.5	ATRX	X	35	76763828	77041487	7479	2.13898174179e-05	5.9231078031e-05	6.49506690031e-06	194	335	3	176.29444673	467.025218473	62.2265557053	-0.826686533933677	2.98815526717374	7.43735127691413	0.99999998229899
ENST00000276077.1	GPR174	X	1	78426504	78427506	1002	3.32006803013e-06	8.48645350723e-06	8.29578425125e-07	28	60	0	26.2579	66.5399327	6.83969394	-0.21076209036937	0.392146532696414	2.59064573971901	0.888101966399909
ENST00000373367.3	ZDHHC15	X	11	74598986	74742859	1014	3.52295595392e-06	9.52663243779e-06	1.09963583274e-06	36	56	1	28.7670408207	70.6879839276	11.4633637683	-0.836022441320644	0.854487541174188	3.06129354346142	0.896641058029422
ENST00000538312.1	FAM46D	X	1	79698038	79699208	1170	3.7689986632e-06	9.75527924552e-06	3.88483759003e-07	35	63	0	29.7582	76.4328916	3.40050355	-0.595698587864735	0.75152906408729	1.82667522237091	0.67476351159847
ENST00000373294.5	TBX22	X	8	79277768	79286610	1563	6.67272064455e-06	1.50359113443e-05	1.13149692486e-06	50	114	0	51.3910981509	112.674930955	11.043803638	0.120299505931903	-0.0610592505464295	3.29191762709924	0.974752070043244
ENST00000481445.1	COX7B	X	3	77155050	77160758	243	9.18631485821e-07	2.5322461487e-06	2.95865741018e-07	9	17	0	7.75245641692	19.4034893761	3.20168411208	-0.277770215204194	0.26688173915347	1.77247013249847	0.656619051877437
ENST00000373298.2	ITM2A	X	6	78616585	78622712	792	3.03011092602e-06	8.66131589474e-06	5.93285515968e-07	26	61	0	21.3307127856	59.1393092984	5.8101356631	-0.626754762465834	-0.118345663944775	2.38771694759934	0.84271835183677
ENST00000361470.2	MAGEE1	X	1	75648323	75651197	2874	1.58553402011e-05	3.32504869592e-05	1.16965692743e-06	117	185	1	104.194363960549	218.165234167704	7.97563640946337	-0.777727162777082	1.09826295979147	2.44675703691744	0.699601223364713
ENST00000341864.5	TAF9B	X	7	77387106	77395108	756	2.91243958647e-06	6.62491533959e-06	7.19567381986e-07	31	58	6	25.1585205017	53.8523931834	8.07696413797	-0.721987608428509	-0.276446983153431	0.723926706699708	0.000410982863235518
ENST00000373358.3	PBDC1	X	6	75392973	75397743	702	2.4375167527e-06	5.9077510195e-06	5.56384634233e-07	21	36	0	18.2355607051	42.4606823412	5.86451293858	-0.401325818354758	0.484954746079642	2.39886423505195	0.84546441452731
ENST00000321110.1	ZCCHC5	X	1	77912489	77913917	1428	4.34551088425e-06	1.09552661295e-05	7.82449203493e-07	48	136	10	29.5476356085961	74.0037277034366	5.58309677794384	-2.10445657448232	-3.52496835970955	-1.8516972151479	7.22552233533475e-09
ENST00000373359.2	MAGEE2	X	1	75003314	75004886	1572	6.45474562856e-06	1.4758628717e-05	1.1205378621e-06	62	163	11	50.69882	115.4437447	9.10828997	-0.983952923261798	-2.16490797583809	-0.620905981527328	1.52942226417517e-08
ENST00000373383.4	UPRT	X	7	74494089	74523346	930	4.17264758007e-06	9.52858129849e-06	9.70849606333e-07	25	38	1	30.7883680201	68.7583263432	9.65675068094	0.646714208336731	1.81433100505148	2.75949167452134	0.814813817299778
ENST00000171757.2	P2RY10	X	1	78216017	78217037	1020	3.53887939848e-06	9.77114422236e-06	4.11220290912e-07	34	54	0	27.96396	76.5565901	3.5777788	-0.707623374231437	1.26095218942785	1.87368443128053	0.690389561601064
ENST00000341514.6	ATP7A	X	22	77227138	77302067	4503	1.44694914615e-05	3.80814746656e-05	2.95971538717e-06	96	285	2	120.991196	305.0925348	31.25010561	1.40850917852587	0.562645202489228	5.18312192312616	0.999634377087713
ENST00000458128.1	PGAM4	X	1	77224370	77225135	765	4.10700739183e-06	9.05410221099e-06	4.06697828297e-07	25	51	1	32.39362	70.965853	3.54251711	0.805335577208938	1.15925658630716	1.33812771871478	0.28327008535875
ENST00000373316.4	PGK1	X	11	77359837	77381327	1254	4.36609948838e-06	1.08945002152e-05	8.98290738141e-07	39	91	0	36.2797219117	85.037337474	10.6769136991	-0.279982649426284	-0.316265384184411	3.23677479700493	0.971138951857199
ENST00000435339.3	LPAR4	X	1	78010366	78011479	1113	3.11996320102e-06	9.37532208283e-06	3.09099378061e-07	33	60	2	24.6977	73.4703877	2.78154774	-1.03566584521212	0.768670995006444	0.464196546834918	0.0430359788704934
ENST00000358075.6	MAGT1	X	10	77084716	77151003	1104	4.16152792043e-06	1.14021555313e-05	1.02276921147e-06	32	63	1	33.7761842051	86.8157933379	11.206764169	0.189465951851121	1.25020748359975	3.02021358683573	0.887373875952856
ENST00000373165.3	ZNF711	X	7	84502578	84526834	2286	7.22535815861e-06	1.90298142826e-05	1.568796282e-06	59	96	0	54.3429060772	138.824193767	13.4004415333	-0.391645070726638	1.77775998860106	3.62617886368543	0.989393563505584
ENST00000276127.4	CPXCR1	X	1	88008415	88009321	906	2.69083507079e-06	7.64810737073e-06	5.94106790321e-07	26	70	2	17.1480782510922	48.1899557478351	4.01860244626161	-1.32519318142006	-1.53671962173938	0.997476995033699	0.0774718472474688
ENST00000373094.1	PCDH11X	X	7	91090503	91873939	4044	1.54933442538e-05	3.67889679542e-05	1.93441914698e-06	81	137	2	122.378186739	286.719299632	16.8376561097	2.31883062906491	4.32479764075287	3.5819060896568	0.925742124901504
ENST00000262753.4	POF1B	X	16	84534426	84634459	1770	5.56878033597e-06	1.4601112425e-05	1.80347405918e-06	48	109	9	44.0316814725	107.269398641	17.9928209749	-0.370743492394272	-0.0817288248415472	2.1000807284419	0.000181225035292492
ENST00000262752.2	RPS6KA6	X	22	83319284	83442907	2238	7.23902853444e-06	1.92037105327e-05	2.29736830919e-06	57	92	4	53.515291809	132.007027962	21.7646944439	-0.295309311150172	1.70315404144836	3.77199534510603	0.744166833872825
ENST00000373275.4	BRWD3	X	41	79932107	80064970	5409	1.73466292892e-05	4.97432350501e-05	5.49131241341e-06	155	209	0	137.42216894	374.271501775	52.9679596838	-0.929577436559422	4.17850605821697	7.20935342194025	0.999999995988904
ENST00000297977.5	HDX	X	9	83576896	83730405	2073	6.2896670477e-06	1.69547629313e-05	1.61814456524e-06	54	134	3	49.2953137722	127.368146881	14.6872140401	-0.415410683513834	-0.287424720424781	3.02086265535907	0.517074458559921
ENST00000329312.4	CYLC1	X	5	83116190	83141592	1956	5.17364845998e-06	1.31151133322e-05	8.87351543993e-07	51	144	1	33.4878465261	82.3830134446	6.89564914553	-1.87605384720549	-3.320458770613	2.22399465840004	0.606280835629087
ENST00000312600.3	PABPC5	X	1	90690576	90691725	1149	4.96462739915e-06	1.27064465271e-05	5.62136782443e-07	45	57	1	36.1372477408732	91.9538440420427	4.39640219866236	-0.91398774577359	1.78289798444577	1.60457530911346	0.362703122825983
ENST00000373125.4	DACH2	X	12	85403624	86087158	1800	7.83778628609e-06	1.83976284233e-05	1.11347173014e-06	54	128	1	55.3333245231	123.846076027	10.5224847991	0.111119555604841	-0.18257079055246	2.9079090407388	0.859033207333493
ENST00000373200.2	POU3F4	X	1	82763332	82764418	1086	8.44586201215e-06	1.44895609576e-05	5.79492138858e-07	42	37	0	53.3292601420749	91.2765745501484	3.93770852996127	0.961763297542147	2.77874811001175	1.96567403950132	0.720490939213332
ENST00000358130.2	HMGN5	X	6	80370147	80377048	849	2.13165006837e-06	5.67200047117e-06	5.50458513895e-07	7	28	1	8.66577354949	21.2796475987	4.01772496198	0.350801860798857	-0.712567625336057	1.49134884688106	0.326715650017622
ENST00000373079.3	NAP1L3	X	1	92926782	92928303	1521	5.20792223141e-06	1.31792578014e-05	6.30623019687e-07	38	89	1	37.9599040722833	95.5352291918013	4.89901848059427	-0.00403488611965061	0.32703601090818	1.74497997555287	0.411770225900925
ENST00000373114.4	KLHL4	X	11	86772896	86924394	2163	7.43082341008e-06	1.94928452393e-05	1.56949120935e-06	56	129	2	58.3445352125	146.707781959	15.2411699376	0.190286070755561	0.715079757983251	3.35974995253477	0.872766936888335
ENST00000561129.2	TGIF2LX	X	1	89177084	89177810	726	4.65781974287e-06	8.62238540183e-06	2.79577462342e-07	27	34	0	36.68828	67.5997792	2.55136711	0.991590817317432	1.99885037158205	1.58225384551065	0.592887022382807
ENST00000357749.2	CHM	X	15	85119634	85302536	1962	6.53436103768e-06	1.64823688938e-05	1.90917415812e-06	61	112	0	48.6702778619	116.149796826	17.6910571714	-1.09564729959727	0.188336485265177	4.16645428071743	0.997851014105269
ENST00000538690.1	FAM133A	X	1	92964418	92965165	747	1.93256698345e-06	5.67752205282e-06	5.1041544444e-07	13	36	0	11.4823691604454	33.1976449484426	3.23595994201456	-0.277651199368769	-0.237895784874451	1.78193256707585	0.659793341226144
ENST00000509231.1	SATL1	X	5	84347544	84363974	1899	6.31797700759e-06	1.58424220266e-05	1.60242570309e-06	48	144	16	49.7908789421	122.953133482	13.8137168201	0.157340688201331	-0.92839939324324	-0.582694419139512	6.50493662540814e-12
ENST00000373212.5	SH3BGRL	X	4	80457699	80552726	345	1.13146057782e-06	3.15296061726e-06	3.42600664552e-07	11	19	1	8.70211968204	22.0002510347	3.52167733303	-0.482907852084465	0.312867225929657	1.33108084752311	0.281416437305486
ENST00000373173.2	APOOL	X	9	84258918	84342684	807	2.93633813359e-06	6.84903266972e-06	7.27236415473e-07	26	57	0	18.8314051941	40.5899472294	6.30700027911	-1.02409857101235	-1.25984491766935	2.48771776997192	0.86631270153769
ENST00000372972.2	CSTF2	X	13	100075405	100093350	1734	6.23810175071e-06	1.76340128273e-05	1.84373874572e-06	46	52	4	47.6326192364	125.526945641	16.7206041742	0.146650091532759	3.209920784832	3.08156576013815	0.305798340225873
ENST00000324765.8	DIAPH2	X	27	95940057	96854316	3306	1.15055737099e-05	2.96081523029e-05	3.66841084293e-06	87	170	3	82.7526467588	203.276151636	33.3068804302	-0.289451972107346	1.14158145793861	5.20192290093894	0.999119100290442
ENST00000427805.2	RPL36A	X	5	100645923	100650736	429	2.3546775311e-06	5.4256979158e-06	4.20414599946e-07	16	20	0	19.601993373	42.7275331935	4.9454063148	0.504361443616271	1.70064975374381	2.20287913064198	0.79320686438897
ENST00000373031.4	TNMD	X	7	99840015	99854714	954	3.25779371185e-06	9.07629825752e-06	1.08637252356e-06	29	55	1	24.44996066	63.1590300337	9.68547277522	-0.570460531565488	0.502154288506316	2.76453911208898	0.816440948853997
ENST00000373034.4	PCDH19	X	6	99551274	99663595	3447	2.4854768158e-05	4.80001050288e-05	1.82937839926e-06	145	198	1	193.191718444	370.114899628	15.7250642924	2.14945089193081	4.3758923991412	3.67833029747639	0.977158512715513
ENST00000372927.1	CENPI	X	20	100356059	100417956	2271	6.91072649699e-06	1.81639609252e-05	1.82736404142e-06	59	115	1	59.6306046499	144.526425954	20.9443082679	0.0506254442010618	1.20130518827276	4.31693605187893	0.996692510858043
ENST00000372966.3	NOX1	X	13	100098940	100129128	1695	5.55985221768e-06	1.54930215752e-05	1.60351139657e-06	48	146	8	43.6704685953	113.591730015	15.6534805677	-0.40615917306378	-1.48730286764232	1.91621047222914	0.000386451550813002
ENST00000395209.3	DRP2	X	22	100486636	100515610	2874	1.11812757777e-05	2.9750697201e-05	2.83749534563e-06	92	172	9	88.7882182255	221.632197608	28.5030792148	-0.211308796833685	1.63066058048972	3.61865374650432	0.00940021508163857
ENST00000372956.2	XKRX	X	3	100169326	100183293	1350	4.53543991131e-06	1.21430820614e-05	8.24186937092e-07	40	104	6	36.477124	95.7934938	7.54069008	-0.361607176062815	-0.410116243107282	0.55577558804042	0.000300218069787513
ENST00000372907.3	TAF7L	X	13	100524180	100548033	1389	5.55180489623e-06	1.31626714636e-05	1.3107713961e-06	38	94	2	47.4965093601	105.364344838	14.6015171802	0.854245438890029	0.541517441395606	3.26673202859129	0.843722648897641
ENST00000372930.4	TMEM35	X	2	100333991	100349945	504	2.01146311514e-06	5.36324463466e-06	3.13199102493e-07	15	25	0	16.0565036243	41.7407433554	3.11730850658	0.163453240667699	1.26739223035109	1.74895896349498	0.648723791041668
ENST00000372902.3	TIMM8A	X	2	100601486	100603652	294	1.3067086567e-06	3.16702166028e-06	2.48265262487e-07	8	10	0	10.931368	25.4361301	2.67874382	0.549645665080823	1.49702611237141	1.62126982058823	0.605876721088247
ENST00000218516.3	GLA	X	7	100652796	100662891	1290	4.27218656858e-06	1.13455616173e-05	1.29479893282e-06	31	52	0	35.464218802	89.959182058	12.4707189888	0.46472907561527	1.95753966680131	3.49812606948428	0.985045990572971
ENST00000373004.3	SRPX2	X	10	99901319	99925984	1398	5.8396077732e-06	1.67540297846e-05	2.11532460349e-06	41	124	2	45.1320639419	123.149209582	18.7702884597	0.381305866284068	-0.0374997304681939	3.83437632780341	0.96252939282245
ENST00000450049.2	ARL13A	X	7	100228678	100245577	771	2.62154558032e-06	6.61056525378e-06	7.69903036164e-07	22	47	4	18.3648439666	44.1863026934	6.5170146297	-0.525871224396407	-0.207038178691662	0.976677277481048	0.00753187853335742
ENST00000372936.3	TRMT2B	X	12	100265569	100297278	1515	4.92461301526e-06	1.33014435455e-05	1.57543679531e-06	54	93	9	42.4583836678	107.419833005	16.5128631318	-1.09808142694077	0.680508534928441	1.83140325139327	0.000100904990487132
ENST00000455616.1	SYTL4	X	16	99931024	99957033	2016	6.69995326904e-06	1.93140634269e-05	1.80365497892e-06	39	131	6	52.1195073638	141.326138732	17.8968362998	1.12659269101264	0.424855838478054	2.78569167025858	0.0246065524770759
ENST00000308731.7	BTK	X	18	100604872	100630272	1980	6.89894210747e-06	1.83205755482e-05	1.95826486056e-06	56	40	0	60.477972	149.5318251	21.9557852	0.356970258041911	4.38116808990503	4.64156275938298	0.999563220319725
ENST00000373020.4	TSPAN6	X	7	99885794	99891691	738	3.15249972031e-06	7.09935999214e-06	5.92916176342e-07	25	52	3	20.5129822858	44.018493354	5.55906763169	-0.614176346699224	-0.588415204703251	1.07515343979045	0.0282021832612146
ENST00000373040.3	RPA4	X	1	96139309	96140095	786	3.8820952261e-06	8.81587891896e-06	3.93196901131e-07	21	73	1	30.64	69.1084413	3.43725134	1.07964775680468	-0.228967905661195	1.30221983449067	0.273955521172468
ENST00000539247.1	ARMCX6	X	1	100870707	100871610	903	3.6819567146e-06	8.77908056021e-06	4.32219097426e-07	24	58	1	25.4284368521359	60.1806120805705	3.27173895171955	0.175610955396255	0.137488436750732	1.24411011634814	0.259563477582888
ENST00000328766.5	ARMCX2	X	1	100910675	100912574	1899	8.18278013712e-06	1.86030805093e-05	4.73492143397e-07	57	116	0	64.1722	145.4187103	4.0633086	0.555045258346156	1.19324555007297	1.99677724069978	0.730479736461147
ENST00000289373.4	TMSB15A	X	2	101769014	101770091	138	4.44906388743e-07	9.2967490085e-07	1.01820984073e-07	2	12	0	4.211944	7.9916576	1.53692605	0.66816273371089	-0.693526040869614	1.22805034559341	0.482094888097074
ENST00000372774.3	TCEAL6	X	1	101395751	101396303	552	2.94351362217e-06	5.71709515113e-06	3.54988927521e-07	18	45	0	23.32193	44.9473926	3.13934566	0.683182007504389	-0.00383824354028822	1.75512998040006	0.650796969830344
ENST00000537026.1	NXF5	X	14	101087239	101097764	1098	4.35693877971e-06	1.03671901986e-05	1.33606291206e-06	29	75	6	33.8720972776	75.2714259043	13.2059313561	0.51897278840677	0.0153023884982756	1.96424333287558	0.00420784516244663
ENST00000543160.1	BEX5	X	1	101408901	101409237	336	1.151589302e-06	3.13664812573e-06	9.45330134926e-08	11	23	2	9.350393	24.827789	1.10858538	-0.334437511614329	0.179421218701764	-0.838657961456481	0.0163388827467428
ENST00000372782.3	ZMAT1	X	6	101138481	101173606	1917	5.56689297451e-06	1.49661187109e-05	1.38141465286e-06	41	117	4	38.8874787423	106.433283677	11.7781792943	-0.210012574465263	-0.500976133414541	2.24506325167478	0.0639505147007786
ENST00000372780.1	TCEAL2	X	1	101381802	101382486	684	2.52339499746e-06	5.7185590496e-06	3.95247328392e-07	26	49	0	20.04629	44.9588073	3.45323819	-0.824366223990613	-0.294793778412205	1.84078449898036	0.679466606366515
ENST00000604957.1	ARMCX5	X	1	101857069	101858746	1677	5.04145725742e-06	1.2922371677e-05	7.61257365385e-07	47	107	1	39.67948	101.1265263	6.30699885	-0.720457442734303	-0.285680722235279	2.09327996595575	0.550666214123304
ENST00000537097.1	GPRASP1	X	1	101908841	101913029	4188	1.24784199899e-05	3.31312356243e-05	2.37980923177e-06	90	269	4	97.66507	258.6939764	18.92675683	0.480834852769177	-0.313410395057715	3.39873288098241	0.501518109194796
ENST00000543253.1	GPRASP2	X	1	101969797	101972314	2517	8.38212995269e-06	2.0697135026e-05	1.24683479157e-06	53	166	2	65.72652	161.7459812	10.09302074	0.973170303610737	-0.163605218193351	2.52342125368261	0.498014765173916
ENST00000372829.3	ARMCX1	X	1	100807913	100809275	1362	5.62945446145e-06	1.24258770243e-05	5.59851030155e-07	42	62	1	44.26406	97.255421	4.73664421	0.21096567729985	1.74857978610818	1.70073264610582	0.395796527068072
ENST00000341189.4	ARMCX3	X	1	100879969	100881109	1140	3.70864699244e-06	1.04662623545e-05	3.56967726524e-07	20	38	1	29.28763	81.9763714	3.15477425	1.06392800202289	2.37569932756189	1.20173111307418	0.249589238901881
ENST00000316594.5	HNRNPH2	X	1	100666976	100668326	1350	4.92611594603e-06	1.23483215479e-05	7.67016371347e-07	41	19	0	38.78017	96.6506899	6.35190146	-0.220985771358242	3.86330768530066	2.49655738577601	0.868284240433363
ENST00000457521.2	NXF2B	X	21	101615521	101634957	1881	8.59212346655e-06	1.91576166731e-05	2.18148947511e-06	5	2	0	14.0396057634	27.7445060327	4.46652271776	1.49562124036764	2.39063093481918	2.09350730300835	0.760751147925074
ENST00000372735.1	BHLHB9	X	1	102003923	102005567	1644	4.81489611197e-06	1.34189463216e-05	5.26564713936e-07	33	116	1	37.913	104.9983333	4.47711275	0.494654714218125	-0.525152157696697	1.62783151338177	0.370497960484996
ENST00000395065.3	NXF3	X	19	102331217	102347951	1596	6.17427222798e-06	1.45407394006e-05	1.5869061907e-06	52	113	7	55.19928	120.4321622	19.4318382	0.266953125833182	0.331255085745478	2.79362493506267	0.00853781286314966
ENST00000418604.1	PLP1	X	7	103031923	103045526	834	3.28188934381e-06	7.14287322868e-06	6.13709431877e-07	28	20	0	28.1070899018	58.1163542751	7.25917074173	0.0125224830705883	2.44556132997279	2.66890555955274	0.90295851162582
ENST00000372728.3	BEX1	X	1	102317824	102318202	378	1.10600524945e-06	3.65750400951e-06	2.54679216144e-07	13	33	0	8.994977	28.8888746	2.35723643	-0.82785539200082	-0.374121264564657	1.52086696079895	0.572647843193304
ENST00000436583.1	TMSB15B	X	2	103219095	103220149	138	4.45952035279e-07	9.35974746637e-07	1.01570280912e-07	0	10	0	4.220097	8.0407775	1.53497128	1.27353439331191	-0.337948925836014	1.22726904500054	0.481871220044893
ENST00000218249.5	RAB40AL	X	1	102192246	102193083	837	5.00497062859e-06	1.0085008412e-05	4.39647218739e-07	31	59	1	39.395	79.0037861	3.79942178	0.829181597641042	1.10079074261592	1.4226540519374	0.306490452326046
ENST00000332431.4	TCEAL7	X	1	102586331	102586634	303	1.13947265726e-06	3.2787199772e-06	1.14001461013e-07	6	19	0	9.255925	25.9355166	1.26038013	0.663458895284536	0.666113178462737	1.11209130302386	0.45019439360782
ENST00000536889.1	BEX2	X	3	102564517	102565525	483	2.25616937781e-06	5.47198770196e-06	3.87771431814e-07	8	30	0	11.89776	31.7578073	2.54775167	0.70053846467775	0.152567885001107	1.5811325103238	0.592514905495088
ENST00000372695.5	BEX4	X	1	102471081	102471444	363	1.4515598454e-06	3.84987106092e-06	3.87371952142e-07	10	26	0	11.68925	30.3887496	3.39183491	0.306302170720896	0.389404411264117	1.82434533938516	0.673985987212613
ENST00000372645.3	NGFRAP1	X	1	102632419	102632755	336	9.69154376318e-07	3.59689725387e-06	3.64257810463e-07	12	12	1	7.92796	28.4163252	3.21161476	-0.896562941451016	1.50628983342512	1.22246801758062	0.254415485454097
ENST00000319560.6	TMEM31	X	2	102967186	102968926	507	1.76436070499e-06	4.38372969737e-06	4.74831642667e-07	12	36	5	14.057808407	33.8548590455	4.21684962149	0.340248253815688	-0.180327373092326	-0.377781540440608	0.000256765988767014
ENST00000372685.3	TCEAL8	X	1	102508553	102508907	354	1.26915104205e-06	3.59164550784e-06	1.51008453728e-07	4	22	0	10.26702	28.3753834	1.54892168	1.21251841256838	0.585398555715586	1.23283361351591	0.483466805907495
ENST00000423833.2	MORF4L2	X	1	102931088	102931955	867	3.03959096781e-06	7.48587259588e-06	3.35567880158e-07	21	30	0	24.07104	58.7384576	2.98792119	0.388049829129817	1.83408176983225	1.71227788749749	0.636394719546278
ENST00000372628.1	TCEAL3	X	1	102863992	102864595	603	3.08911058555e-06	6.3096530037e-06	2.92699167275e-07	14	25	0	24.45715	49.5675348	2.65367629	1.31087070610195	1.70678689680215	1.6136659729434	0.603339069922021
ENST00000372633.1	RAB40A	X	1	102754850	102755684	834	4.56568183133e-06	9.69140765462e-06	4.24417123195e-07	22	40	2	35.96989	75.9348929	3.68067352	1.44401899914987	2.01702859528834	0.867779507964536	0.0666088196899615
ENST00000243298.2	RAB9B	X	1	103080108	103080714	606	2.23764099534e-06	5.7490347136e-06	3.11676571761e-07	20	26	0	17.81828	45.196427	2.80164203	-0.320417029181582	1.39664128029109	1.65804385189027	0.618182540762696
ENST00000372680.1	TCEAL5	X	1	102528870	102529491	621	2.77236828998e-06	6.15639408787e-06	3.77176027936e-07	25	31	0	21.98752	48.3725828	3.31233726	-0.398277279194809	1.22174664703736	1.80283902660422	0.666797567268795
ENST00000372625.3	TCEAL1	X	1	102884844	102885324	480	2.31757553712e-06	5.69028072905e-06	1.85738685421e-07	10	19	0	16.15666034722	39.1953339216181	1.59425247357635	0.949552176808182	1.57779374797981	1.25074327982529	0.488641003961424
ENST00000372617.4	GLRA4	X	9	102962271	102983131	1254	4.95862852781e-06	1.37134591833e-05	1.1428677998e-06	48	109	8	38.1401547182	101.463330527	10.834466166	-0.989757009592766	-0.36596806076494	0.853016080845496	4.1690448487125e-05
ENST00000372661.3	WBP5	X	1	102612612	102612927	315	7.12402228317e-07	2.44975814936e-06	1.92595224941e-07	7	23	1	5.926078	19.4721453	1.87317089	-0.273488147357827	-0.391038593207149	0.631975490092206	0.152692408054898
ENST00000472745.1	TCEAL4	X	1	102841603	102842251	648	1.92675834402e-06	4.97692957546e-06	4.01319626068e-07	11	28	0	15.39434	39.1763667	3.50058358	0.694324734808881	0.873383747910002	1.85336067828316	0.683649622368237
ENST00000372466.4	NUP62CL	X	6	106391014	106418376	555	1.80222854359e-06	4.53832078802e-06	4.46511896522e-07	14	34	4	15.8030829857	36.2082669413	5.47384110418	0.281185958843678	0.17950013838225	0.624013865323792	0.00439455220578126
ENST00000327674.4	SERPINA7	X	4	105277490	105281049	1248	3.81809067067e-06	9.49520286103e-06	4.95635914366e-07	46	97	2	31.255509	75.5196433	5.35051283	-1.63499307617716	-1.20900493037366	1.43483942828963	0.132498719622418
ENST00000357242.5	TBC1D8B	X	21	106046083	106117195	3363	9.79836898013e-06	2.7000991226e-05	2.84950600165e-06	74	241	13	83.2256499053	215.626750719	29.4940142389	0.626928273702266	-0.845162740384905	3.00849368768005	1.87465336440428e-05
ENST00000428173.2	NRK	X	29	105066838	105199592	4752	1.58523208416e-05	4.17045663844e-05	4.75186090365e-06	111	289	7	102.121474896	254.019148306	35.2692402226	-0.544666243517527	-1.07353015514214	4.71526114317713	0.763369951142185
ENST00000413579.1	TEX13A	X	4	104463645	104465081	1230	5.72108623553e-06	1.24913723021e-05	7.48480525253e-07	54	121	4	42.7280946592	92.0627145713	6.50325501722	-1.06903081558881	-1.475137302602	0.97236516055888	0.00748148856358932
ENST00000493442.1	FAM199X	X	6	103411466	103434459	1167	4.81081561553e-06	1.20802568825e-05	7.7512379455e-07	25	33	0	36.7343240387	91.2990842025	8.04933125203	1.20024908407027	2.98431700229936	2.81040937921781	0.926151027548092
ENST00000355610.4	MORC4	X	17	106184708	106243199	2814	1.02744657431e-05	2.63019421186e-05	2.45318316399e-06	82	159	2	76.7153754135	193.422900539	23.5252460089	-0.374043391491919	1.21062587710266	4.39613248916313	0.993467674426918
ENST00000255499.2	RNF128	X	7	105970143	106038943	1287	8.02726036925e-06	1.58774629857e-05	8.73065273086e-07	48	94	1	57.2652119524	112.850354601	8.90549325841	0.75903055520893	0.867931558429652	2.62415625429404	0.768185327415573
ENST00000357421.4	SLC25A53	X	1	103349016	103349940	924	3.65969940486e-06	9.24692025196e-06	5.51564681855e-07	38	62	2	28.90599	72.4692444	4.67203638	-1.0486026980827	0.601526573803544	1.22455681040737	0.101916710137974
ENST00000276173.4	RIPPLY1	X	4	106143978	106146517	456	1.70658048217e-06	3.62936343935e-06	3.15228342081e-07	16	31	3	12.1570691661	24.4127006588	3.11935824599	-0.683278197087069	-0.652102717586244	0.0669436711961524	0.00780581933403429
ENST00000337685.2	MUM1L1	X	1	105449425	105451516	2091	6.52397079638e-06	1.62520994573e-05	1.17417838011e-06	52	139	1	38.827200906563	96.3040520578108	7.21893886574308	-1.3105679594996	-2.12804529568676	2.29281641896302	0.635560374421233
ENST00000535523.1	PIH1D3	X	6	106456105	106486528	645	1.70087652867e-06	4.78083635441e-06	4.47694942319e-07	19	43	0	14.5235827532	36.9579296689	5.29248909722	-0.728188011686703	-0.486125493935685	2.27887064908428	0.814438563515254
ENST00000372588.4	ESX1	X	4	103494908	103499530	1221	9.59640633754e-06	1.80772825159e-05	7.356310868e-07	63	110	1	76.308725	142.4336453	7.22174152	0.944492758363327	1.32924605694305	2.29340458392157	0.635809622081592
ENST00000372479.3	RBM41	X	7	106310756	106362003	1242	3.62988534274e-06	1.1179913277e-05	1.12684313084e-06	38	89	3	30.5836981978	89.0748069256	11.2813802	-0.831365049970054	0.00387702565714517	2.44236912504717	0.229027554978131
ENST00000217926.5	H2BFWT	X	2	103267283	103268232	528	3.10289857349e-06	8.1001720003e-06	3.1657924569e-07	22	81	4	22.0707292207	56.4388697977	2.9206604849	0.00933350488899377	-1.59910010559918	-0.625615111556507	0.000863657976086968
ENST00000372548.4	CXorf57	X	14	105855310	105921488	2568	9.81725000713e-06	2.40498254457e-05	2.48808729141e-06	71	126	6	80.2595903851	189.084556082	23.8021196047	0.640756209117239	2.24394271327327	3.61454463162729	0.187172500066797
ENST00000537356.3	ZCCHC18	X	1	103358802	103360014	1212	4.14965740619e-06	1.14959710382e-05	4.59331951572e-07	29	74	1	27.0581857863974	74.4166450386594	3.26828402520377	-0.231423172871995	0.0236239650605315	1.24287437362328	0.259266478025309
